Proefvlak;Boom;Ploeg;Meting;Omtrek;Referentie;Toestel;Hoogte
1;6;5;2;99,5;94,76666667;2;22,6
1;6;5;3;100;94,76666667;2;21,9
1;6;5;4;NA;NA;2;20,7
1;6;6;1;100;94,76666667;NA;NA
1;6;7;1;94,4;94,76666667;NA;NA
1;6;7;2;95,5;94,76666667;NA;NA
1;6;7;3;94,4;94,76666667;NA;NA
1;7;1;1;85;83,76666667;1;20,68
1;7;2;1;84;83,76666667;1;19,58
1;7;2;2;85;83,76666667;1;20,59
1;7;2;3;84;83,76666667;1;19,51
1;7;3;1;86;83,76666667;1;21,03
1;7;4;1;83;83,76666667;2;22,5
1;7;4;1;83;83,76666667;1;23,88
1;7;5;1;85,5;83,76666667;2;19,9
1;7;6;1;85;83,76666667;NA;NA
1;7;6;2;85;83,76666667;NA;NA
1;7;6;3;85;83,76666667;NA;NA
1;7;7;1;83,8;83,76666667;NA;NA
1;7;7;2;83,8;83,76666667;NA;NA
1;7;7;3;83,7;83,76666667;NA;NA
1;8;1;1;99;99,96666667;1;20,9
1;8;1;2;99;99,96666667;1;21,52
1;8;1;3;99;99,96666667;1;20,48
1;8;2;1;103;99,96666667;1;20,14
1;8;2;2;102;99,96666667;1;18,89
1;8;2;3;101;99,96666667;1;19,26
1;8;3;1;103;99,96666667;1;20,67
1;8;4;1;100;99,96666667;2;23
1;8;4;1;100;99,96666667;1;22,36
1;8;4;2;100;99,96666667;1;21,42
1;8;4;2;100;99,96666667;2;19,8
1;8;4;3;100;99,96666667;2;19,2
1;8;4;3;100;99,96666667;1;18,14
1;8;5;1;102;99,96666667;2;22
1;8;6;1;100;99,96666667;NA;NA
1;8;7;1;99,8;99,96666667;NA;NA
1;8;7;2;100;99,96666667;NA;NA
1;8;7;3;100,1;99,96666667;NA;NA
1;9;1;1;97;97,33333333;1;19,91
1;9;2;1;99;97,33333333;1;18,58
1;9;2;2;99;97,33333333;1;17,92
1;9;2;3;99;97,33333333;1;18,04
1;9;3;1;99;97,33333333;1;18,49
1;9;4;1;97;97,33333333;2;22,8
1;9;4;1;97;97,33333333;1;23,35
1;9;5;1;99;97,33333333;2;17
1;9;6;1;98;97,33333333;NA;NA
1;9;7;1;97,1;97,33333333;NA;NA
1;9;7;2;97,4;97,33333333;NA;NA
1;9;7;3;97,5;97,33333333;NA;NA
1;10;1;1;113;112,9;1;21,79
1;10;2;1;115;112,9;1;21,38
1;10;2;2;115;112,9;1;23,73
1;10;2;3;116;112,9;1;22,48
1;10;3;1;115;112,9;1;22,36
1;10;3;2;115;112,9;1;20,93
1;10;3;3;115;112,9;1;21,6
1;10;4;1;114;112,9;1;21,24
1;10;4;1;114;112,9;2;21,2
1;10;5;1;114,5;112,9;2;19,7
1;10;5;2;115;112,9;2;21,3
1;10;5;3;114,5;112,9;2;22,1
1;10;5;4;NA;NA;2;20,4
1;10;6;1;114;112,9;NA;NA
1;10;6;2;115;112,9;NA;NA
1;10;6;3;115;112,9;NA;NA
1;10;7;1;112,8;112,9;NA;NA
1;10;7;2;112,9;112,9;NA;NA
1;10;7;3;113;112,9;NA;NA
1;11;1;1;94;94,66666667;1;22,31
1;11;1;2;94;94,66666667;1;20,87
1;11;1;3;94;94,66666667;1;21,94
1;11;2;1;99;94,66666667;1;19,96
1;11;3;1;100;94,66666667;1;21,83
1;11;3;2;100;94,66666667;1;21,04
1;11;3;3;100;94,66666667;1;20,21
1;11;4;1;97;94,66666667;2;21,7
1;11;4;1;97;94,66666667;1;21,59
1;11;5;1;97,5;94,66666667;2;21,6
1;11;5;2;97;94,66666667;2;22
1;11;5;3;97;94,66666667;2;21,6
1;11;6;1;98;94,66666667;NA;NA
1;11;6;2;97;94,66666667;NA;NA
1;11;6;3;100;94,66666667;NA;NA
1;11;7;1;94,7;94,66666667;NA;NA
1;11;7;2;94,8;94,66666667;NA;NA
1;11;7;3;94,5;94,66666667;NA;NA
1;12;1;1;105;105,3;1;22,17
1;12;1;2;105;105,3;1;22,26
1;12;1;3;105;105,3;1;22,51
1;12;2;1;106;105,3;1;22,29
1;12;3;1;107;105,3;1;22,42
1;12;3;2;107;105,3;1;23,54
1;12;3;3;106;105,3;1;23,59
1;12;4;1;106;105,3;1;23,61
1;12;4;1;106;105,3;2;23,8
1;12;4;2;105;105,3;1;23,88
1;12;4;2;105;105,3;2;24,8
1;12;4;3;105;105,3;2;23
1;12;4;3;105;105,3;1;22,93
1;12;5;1;106,5;105,3;2;23,2
1;12;6;1;106;105,3;NA;NA
1;12;6;2;107;105,3;NA;NA
1;12;6;3;107;105,3;NA;NA
1;12;7;1;105,4;105,3;NA;NA
1;12;7;2;105,3;105,3;NA;NA
1;12;7;3;105,2;105,3;NA;NA
2;1;1;1;95;95,8;1;25,84
2;1;2;1;96;95,8;1;25,05
2;1;3;1;98;95,8;1;24,42
2;1;4;1;100;95,8;1;20,17
2;1;4;1;100;95,8;2;19,5
2;1;4;2;98;95,8;1;19,18
2;1;4;2;98;95,8;2;18,8
2;1;4;3;97;95,8;2;18,6
2;1;4;3;97;95,8;1;18,36
2;1;5;1;97;95,8;2;20,7
2;1;6;1;96;95,8;NA;NA
2;1;6;2;96;95,8;NA;NA
2;1;6;3;95;95,8;NA;NA
2;1;7;1;96;95,8;NA;NA
2;1;7;2;95,8;95,8;NA;NA
2;1;7;3;95,6;95,8;NA;NA
2;2;1;1;153;151,2333333;1;28,75
2;2;1;2;151;151,2333333;1;28,22
2;2;1;3;151;151,2333333;1;25,91
2;2;2;1;152;151,2333333;1;26,41
2;2;2;2;152;151,2333333;1;30,6
2;2;2;3;152;151,2333333;1;27,28
2;2;3;1;153;151,2333333;1;27,36
2;2;4;1;154;151,2333333;2;22,3
2;2;4;1;154;151,2333333;1;24,34
2;2;5;1;153;151,2333333;2;24,1
2;2;5;2;153;151,2333333;2;26,9
2;2;5;3;153;151,2333333;2;26,7
2;2;5;4;NA;NA;2;26,7
2;2;6;1;152;151,2333333;NA;NA
2;2;6;2;154;151,2333333;NA;NA
2;2;6;3;154;151,2333333;NA;NA
2;2;7;1;152;151,2333333;NA;NA
2;2;7;2;149,8;151,2333333;NA;NA
2;2;7;3;151,9;151,2333333;NA;NA
2;3;1;1;103;104,8333333;1;22,94
2;3;2;1;105;104,8333333;1;20,76
2;3;3;1;105;104,8333333;1;19,87
2;3;3;2;105;104,8333333;1;18,89
2;3;3;3;105;104,8333333;1;18,61
2;3;4;1;105;104,8333333;1;22,65
2;3;4;1;105;104,8333333;2;23,5
2;3;5;1;106;104,8333333;2;20,3
2;3;6;1;104;104,8333333;NA;NA
2;3;7;1;104,9;104,8333333;NA;NA
2;3;7;2;104,9;104,8333333;NA;NA
2;3;7;3;104,7;104,8333333;NA;NA
2;4;1;1;79;81,2;1;20,56
2;4;1;2;79;81,2;1;21,34
2;4;1;3;79;81,2;1;20,63
2;4;2;1;81;81,2;1;18,8
2;4;2;2;81;81,2;1;18,8
2;4;2;3;81;81,2;1;19,83
2;4;3;1;81;81,2;1;19,92
2;4;4;1;81;81,2;2;18,3
2;4;4;1;81;81,2;1;17,12
2;4;4;2;81;81,2;1;17,62
2;4;4;2;81;81,2;2;17,4
2;4;4;3;81;81,2;2;17,3
2;4;4;3;81;81,2;1;16,8
2;4;5;1;81;81,2;2;17,4
2;4;5;2;81;81,2;2;17,7
2;4;5;3;81;81,2;2;17,8
2;4;6;1;81;81,2;NA;NA
2;4;7;1;81,2;81,2;NA;NA
2;4;7;2;81,4;81,2;NA;NA
2;4;7;3;81;81,2;NA;NA
2;5;1;1;91;90,93333333;1;21,61
2;5;1;2;90;90,93333333;1;24,16
2;5;1;3;90;90,93333333;1;22,37
2;5;2;1;90;90,93333333;1;21,25
2;5;2;2;90;90,93333333;1;24,08
2;5;2;3;89;90,93333333;1;22,81
2;5;3;1;91;90,93333333;1;21,77
2;5;3;2;91;90,93333333;1;21,56
2;5;3;3;91;90,93333333;1;21,49
2;5;4;1;90;90,93333333;1;21,05
2;5;4;1;90;90,93333333;2;20,7
2;5;4;2;91;90,93333333;2;21
2;5;4;2;91;90,93333333;1;19,59
2;5;4;3;91;90,93333333;1;20,68
2;5;4;3;91;90,93333333;2;21,1
2;5;5;1;91,5;90,93333333;2;23
2;5;5;2;91;90,93333333;2;22,6
2;5;5;3;90;90,93333333;2;23
2;5;6;1;92;90,93333333;NA;NA
2;5;6;2;92;90,93333333;NA;NA
2;5;6;3;92;90,93333333;NA;NA
2;5;7;1;91;90,93333333;NA;NA
2;5;7;2;90,9;90,93333333;NA;NA
2;5;7;3;90,9;90,93333333;NA;NA
2;6;1;1;96;97,26666667;1;19,68
2;6;2;1;98;97,26666667;1;19,97
2;6;3;1;100;97,26666667;1;21,17
2;6;4;1;97;97,26666667;1;19,74
2;6;4;1;97;97,26666667;2;19,8
2;6;4;2;98;97,26666667;1;19,76
2;6;4;2;98;97,26666667;2;19,5
2;6;4;3;98;97,26666667;1;19,99
2;6;4;3;98;97,26666667;2;19,8
2;6;5;1;99,5;97,26666667;2;20,2
2;6;6;1;98;97,26666667;NA;NA
2;6;6;2;98;97,26666667;NA;NA
2;6;6;3;98;97,26666667;NA;NA
2;6;7;1;97,2;97,26666667;NA;NA
2;6;7;2;97,1;97,26666667;NA;NA
2;6;7;3;97,5;97,26666667;NA;NA
2;7;1;1;110;111,4666667;1;21,61
2;7;1;2;110;111,4666667;1;21,22
2;7;1;3;110;111,4666667;1;21,06
2;7;2;1;112;111,4666667;1;18,39
2;7;3;1;114;111,4666667;1;20,72
2;7;3;2;114;111,4666667;1;21,27
2;7;3;3;114;111,4666667;1;19,09
2;7;4;1;113;111,4666667;1;16,3
2;7;4;1;113;111,4666667;2;16,6
2;7;5;1;114;111,4666667;2;19,6
2;7;5;2;114;111,4666667;2;19,5
2;7;5;3;113,5;111,4666667;2;20,8
2;7;6;1;113;111,4666667;NA;NA
2;7;7;1;111,6;111,4666667;NA;NA
2;7;7;2;111,3;111,4666667;NA;NA
2;7;7;3;111,5;111,4666667;NA;NA
2;8;1;1;81;80,36666667;1;18,13
2;8;1;2;80;80,36666667;1;18,53
2;8;1;3;81;80,36666667;1;17,49
2;8;2;1;81;80,36666667;1;16,96
2;8;2;2;81;80,36666667;1;17,23
2;8;2;3;80;80,36666667;1;16,96
2;8;3;1;82;80,36666667;1;20,51
2;8;4;1;80;80,36666667;2;14
2;8;4;1;80;80,36666667;1;14,56
2;8;4;2;80;80,36666667;2;13,7
2;8;4;2;80;80,36666667;1;15,12
2;8;4;3;80;80,36666667;2;14,6
2;8;4;3;80;80,36666667;1;15,13
2;8;5;1;83;80,36666667;2;16,7
2;8;5;2;83;80,36666667;2;17,6
2;8;5;3;83;80,36666667;2;17,5
2;8;6;1;82;80,36666667;NA;NA
2;8;7;1;80,3;80,36666667;NA;NA
2;8;7;2;80,5;80,36666667;NA;NA
2;8;7;3;80,3;80,36666667;NA;NA
2;9;1;1;125;125,6333333;1;20,57
2;9;1;2;125;125,6333333;1;21,32
2;9;1;3;125;125,6333333;1;20,95
2;9;2;1;127;125,6333333;1;20,37
2;9;3;1;127;125,6333333;1;24,18
2;9;4;1;127;125,6333333;2;22,2
2;9;4;1;127;125,6333333;1;21,75
2;9;5;1;127;125,6333333;2;24,2
2;9;6;1;127;125,6333333;NA;NA
2;9;7;1;125,7;125,6333333;NA;NA
2;9;7;2;125,6;125,6333333;NA;NA
2;9;7;3;125,6;125,6333333;NA;NA
2;10;1;1;84;82,8;1;18,49
2;10;2;1;85;82,8;1;16,84
2;10;2;2;83;82,8;1;16,32
2;10;2;3;84;82,8;1;16,63
2;10;3;1;85;82,8;1;21,9
2;10;3;2;85;82,8;1;19,85
2;10;3;3;85;82,8;1;19,9
2;10;4;1;85;82,8;2;17,2
2;10;4;1;85;82,8;1;17,42
2;10;5;1;86;82,8;2;20,6
2;10;6;1;83;82,8;NA;NA
2;10;6;2;83;82,8;NA;NA
2;10;6;3;83;82,8;NA;NA
2;10;7;1;82,6;82,8;NA;NA
2;10;7;2;83,3;82,8;NA;NA
2;10;7;3;82,5;82,8;NA;NA
2;11;1;1;117;116,7666667;1;25,44
2;11;2;1;117;116,7666667;1;24,26
2;11;3;1;120;116,7666667;1;25,28
2;11;3;2;118;116,7666667;1;25,51
2;11;3;3;118;116,7666667;1;24,71
2;11;4;1;112;116,7666667;1;20,9
2;11;4;1;112;116,7666667;2;21,1
2;11;5;1;117,5;116,7666667;2;24,7
2;11;6;1;121;116,7666667;NA;NA
2;11;6;2;120;116,7666667;NA;NA
2;11;6;3;120;116,7666667;NA;NA
2;11;7;1;116,8;116,7666667;NA;NA
2;11;7;2;116,6;116,7666667;NA;NA
2;11;7;3;116,9;116,7666667;NA;NA
2;12;1;1;91;90,23333333;1;22,86
2;12;2;1;90;90,23333333;1;19,85
2;12;2;2;91;90,23333333;1;21,41
2;12;2;3;91;90,23333333;1;22,25
2;12;3;1;90;90,23333333;1;19,54
2;12;3;2;91;90,23333333;1;19,28
2;12;3;3;90;90,23333333;1;19,73
2;12;4;1;90;90,23333333;1;17,82
2;12;4;1;90;90,23333333;2;18,8
2;12;4;2;91;90,23333333;2;18,6
2;12;4;2;91;90,23333333;1;16,96
2;12;4;3;90;90,23333333;2;17,2
2;12;4;3;90;90,23333333;1;16,78
2;12;5;1;91;90,23333333;2;20,4
2;12;5;2;90,5;90,23333333;2;19,4
2;12;5;3;90,5;90,23333333;2;20,3
2;12;6;1;92;90,23333333;NA;NA
2;12;7;1;90,3;90,23333333;NA;NA
2;12;7;2;90;90,23333333;NA;NA
2;12;7;3;90,4;90,23333333;NA;NA
3;1;1;1;126;125,5;1;25,93
3;1;1;2;126;125,5;1;24,43
3;1;1;3;127;125,5;1;24,33
3;1;2;1;127;125,5;1;25,38
3;1;2;2;125;125,5;1;25,77
3;1;2;3;125;125,5;1;25,74
3;1;3;1;129;125,5;1;24,3
3;1;4;1;129;125,5;2;25,2
3;1;4;1;129;125,5;1;26,04
3;1;4;2;129;125,5;1;24,62
3;1;4;2;129;125,5;2;24,2
3;1;4;3;129;125,5;1;24,54
3;1;4;3;129;125,5;2;24,2
3;1;5;1;128;125,5;2;24,9
3;1;5;2;129;125,5;2;25,2
3;1;5;3;128;125,5;2;24,9
3;1;6;1;128;125,5;NA;NA
3;1;7;1;125,3;125,5;NA;NA
3;1;7;2;125,7;125,5;NA;NA
3;1;7;3;125,5;125,5;NA;NA
3;2;1;1;132;132,3333333;1;24,42
3;2;2;1;132;132,3333333;1;28,29
3;2;2;2;134;132,3333333;1;29,24
3;2;2;3;133;132,3333333;1;28,27
3;2;3;1;135;132,3333333;1;25,22
3;2;3;2;135;132,3333333;1;24,17
3;2;3;3;135;132,3333333;1;24,1
3;2;4;1;135;132,3333333;1;29,31
3;2;4;1;135;132,3333333;2;28,8
3;2;5;1;136;132,3333333;2;25,8
3;2;6;1;135;132,3333333;NA;NA
3;2;6;2;133;132,3333333;NA;NA
3;2;6;3;133;132,3333333;NA;NA
3;2;7;1;132,1;132,3333333;NA;NA
3;2;7;2;132,6;132,3333333;NA;NA
3;2;7;3;132,3;132,3333333;NA;NA
3;3;1;1;121;121,5;1;23,23
3;3;2;1;122;121,5;1;23,58
3;3;3;1;124;121,5;1;23,87
3;3;4;1;124;121,5;2;24,4
3;3;4;1;124;121,5;1;24,49
3;3;5;1;124;121,5;2;24,7
3;3;6;1;122;121,5;NA;NA
3;3;7;1;121,3;121,5;NA;NA
3;3;7;2;121,5;121,5;NA;NA
3;3;7;3;121,7;121,5;NA;NA
3;4;1;1;127;127,4333333;1;24,03
3;4;2;1;128;127,4333333;1;24,08
3;4;2;2;127;127,4333333;1;24,57
3;4;2;3;127;127,4333333;1;24,16
3;4;3;1;130;127,4333333;1;21,94
3;4;4;1;130;127,4333333;1;23,23
3;4;4;1;130;127,4333333;2;24,2
3;4;4;2;129;127,4333333;2;22
3;4;4;2;129;127,4333333;1;23,07
3;4;4;3;129;127,4333333;1;23,5
3;4;4;3;129;127,4333333;2;21,5
3;4;5;1;130;127,4333333;2;24
3;4;5;2;129;127,4333333;2;23,2
3;4;5;3;130;127,4333333;2;23,4
3;4;6;1;129;127,4333333;NA;NA
3;4;7;1;127,2;127,4333333;NA;NA
3;4;7;2;127,5;127,4333333;NA;NA
3;4;7;3;127,6;127,4333333;NA;NA
3;5;1;1;154;154,1;1;23,02
3;5;1;2;154;154,1;1;27,35
3;5;1;3;154;154,1;1;26,68
3;5;2;1;155;154,1;1;25,01
3;5;2;2;155;154,1;1;27,32
3;5;2;3;154;154,1;1;24,61
3;5;3;1;157;154,1;1;22,84
3;5;4;1;160;154,1;2;24,2
3;5;4;1;160;154,1;1;23,62
3;5;4;2;159;154,1;1;23,57
3;5;4;2;159;154,1;2;22,3
3;5;4;3;159;154,1;1;23,6
3;5;4;3;159;154,1;2;21,6
3;5;5;1;152;154,1;2;24,4
3;5;5;2;159;154,1;2;24,2
3;5;5;3;158;154,1;2;24,3
3;5;6;1;158;154,1;NA;NA
3;5;7;1;154,1;154,1;NA;NA
3;5;7;2;153,9;154,1;NA;NA
3;5;7;3;154,3;154,1;NA;NA
3;6;1;1;123;122,9333333;1;27,01
3;6;1;2;123;122,9333333;1;27,94
3;6;1;3;123;122,9333333;1;28,45
3;6;2;1;123;122,9333333;1;28,24
3;6;3;1;123;122,9333333;1;26,82
3;6;3;2;123;122,9333333;1;26,13
3;6;3;3;123;122,9333333;1;24,11
3;6;4;1;123;122,9333333;1;26,95
3;6;4;1;123;122,9333333;2;27,2
3;6;4;2;124;122,9333333;2;24,1
3;6;4;2;124;122,9333333;1;26,48
3;6;4;3;123;122,9333333;1;26,74
3;6;4;3;123;122,9333333;2;23,7
3;6;5;1;123;122,9333333;2;27
3;6;6;1;123;122,9333333;NA;NA
3;6;6;2;123;122,9333333;NA;NA
3;6;6;3;124;122,9333333;NA;NA
3;6;7;1;122,8;122,9333333;NA;NA
3;6;7;2;122,9;122,9333333;NA;NA
3;6;7;3;123,1;122,9333333;NA;NA
3;7;1;1;113;116,2666667;1;24,35
3;7;2;1;116;116,2666667;1;24
3;7;3;1;117;116,2666667;1;24,46
3;7;3;2;117;116,2666667;1;23,17
3;7;3;3;117;116,2666667;1;22,86
3;7;4;1;116;116,2666667;1;24,81
3;7;4;1;116;116,2666667;2;24,3
3;7;5;1;117;116,2666667;2;24,9
3;7;6;1;116;116,2666667;NA;NA
3;7;6;2;117;116,2666667;NA;NA
3;7;6;3;117;116,2666667;NA;NA
3;7;7;1;116,6;116,2666667;NA;NA
3;7;7;2;116;116,2666667;NA;NA
3;7;7;3;116,2;116,2666667;NA;NA
3;8;1;1;142;141,2333333;1;25,48
3;8;1;2;142;141,2333333;1;28,8
3;8;1;3;143;141,2333333;1;27,23
3;8;2;1;141;141,2333333;1;28,07
3;8;3;1;144;141,2333333;1;25,48
3;8;3;2;144;141,2333333;1;24,31
3;8;3;3;144;141,2333333;1;24,16
3;8;4;1;144;141,2333333;1;25,19
3;8;4;1;144;141,2333333;2;24,2
3;8;4;2;143;141,2333333;1;24,9
3;8;4;2;143;141,2333333;2;24,4
3;8;4;3;142;141,2333333;2;24,4
3;8;4;3;142;141,2333333;1;24,75
3;8;5;1;143;141,2333333;2;26,9
3;8;5;2;143;141,2333333;2;26,4
3;8;5;3;143,5;141,2333333;2;25,9
3;8;6;1;142;141,2333333;NA;NA
3;8;6;2;142;141,2333333;NA;NA
3;8;6;3;143;141,2333333;NA;NA
3;8;7;1;141,2;141,2333333;NA;NA
3;8;7;2;141,2;141,2333333;NA;NA
3;8;7;3;141,3;141,2333333;NA;NA
3;9;1;1;116;113,7333333;1;24,79
3;9;2;1;114;113,7333333;1;28,79
3;9;3;1;117;113,7333333;1;22,42
3;9;3;2;117;113,7333333;1;24,16
3;9;3;3;117;113,7333333;1;23,9
3;9;4;1;117;113,7333333;1;23,27
3;9;4;1;117;113,7333333;2;23
3;9;5;1;116;113,7333333;2;24,2
3;9;6;1;115;113,7333333;NA;NA
3;9;6;2;115;113,7333333;NA;NA
3;9;6;3;115;113,7333333;NA;NA
3;9;7;1;113,3;113,7333333;NA;NA
3;9;7;2;113,9;113,7333333;NA;NA
3;9;7;3;114;113,7333333;NA;NA
3;10;1;1;128;126,7666667;1;22,18
3;10;1;2;128;126,7666667;1;23,27
3;10;1;3;128;126,7666667;1;22,2
3;10;2;1;127;126,7666667;1;22,91
3;10;3;1;130;126,7666667;1;22,37
3;10;3;2;129;126,7666667;1;22,76
3;10;3;3;127;126,7666667;1;21,93
3;10;4;1;128;126,7666667;1;20,3
3;10;4;1;128;126,7666667;2;19,6
3;10;5;1;128;126,7666667;2;22,6
3;10;6;1;128;126,7666667;NA;NA
3;10;7;1;126,5;126,7666667;NA;NA
3;10;7;2;126,8;126,7666667;NA;NA
3;10;7;3;127;126,7666667;NA;NA
3;11;1;1;120;119,5;1;24,64
3;11;2;1;120;119,5;1;27,92
3;11;2;2;120;119,5;1;27,75
3;11;2;3;120;119,5;1;26,91
3;11;3;1;122;119,5;1;25,19
3;11;4;1;120;119,5;1;26,12
3;11;4;1;120;119,5;2;26,3
3;11;5;1;121;119,5;2;26,9
3;11;5;2;121,5;119,5;2;29,2
3;11;5;3;121;119,5;2;29,2
3;11;6;1;122;119,5;NA;NA
3;11;6;2;121;119,5;NA;NA
3;11;6;3;121;119,5;NA;NA
3;11;7;1;119,5;119,5;NA;NA
3;11;7;2;119,5;119,5;NA;NA
3;11;7;3;119,5;119,5;NA;NA
3;12;1;1;134;133,7;1;27,28
3;12;1;2;134;133,7;1;25,85
3;12;1;3;134;133,7;1;27,73
3;12;2;1;134;133,7;1;26,06
3;12;2;2;134;133,7;1;25,76
3;12;2;3;134;133,7;1;25,89
3;12;3;1;135;133,7;1;26,26
3;12;4;1;134;133,7;1;26,43
3;12;4;1;134;133,7;2;25,9
3;12;4;2;134;133,7;1;25,64
3;12;4;2;134;133,7;2;25,8
3;12;4;3;134;133,7;1;25,68
3;12;4;3;134;133,7;2;25,5
3;12;5;1;134,5;133,7;2;27,8
3;12;5;2;134,5;133,7;2;27,4
3;12;5;3;134,5;133,7;2;26,9
3;12;6;1;135;133,7;NA;NA
3;12;7;1;133,6;133,7;NA;NA
3;12;7;2;133,7;133,7;NA;NA
3;12;7;3;133,8;133,7;NA;NA
4;1;1;1;116;116,8666667;1;23,21
4;1;1;2;116;116,8666667;1;23,09
4;1;1;3;115;116,8666667;1;24,6
4;1;2;1;119;116,8666667;1;23,53
4;1;2;2;121;116,8666667;1;23,28
4;1;2;3;118;116,8666667;1;23,56
4;1;3;1;119;116,8666667;1;22,27
4;1;3;2;120;116,8666667;1;21,01
4;1;3;3;118;116,8666667;1;21,3
4;1;4;1;117;116,8666667;1;22,88
4;1;4;1;117;116,8666667;2;22,4
4;1;4;2;117;116,8666667;1;22,46
4;1;4;2;117;116,8666667;2;23
4;1;4;3;117;116,8666667;1;22,57
4;1;4;3;117;116,8666667;2;22,2
4;1;5;1;120,5;116,8666667;2;21,7
4;1;5;2;120;116,8666667;2;22,5
4;1;5;3;119,5;116,8666667;2;22,5
4;1;6;1;115;116,8666667;NA;NA
4;1;6;2;117;116,8666667;NA;NA
4;1;6;3;116;116,8666667;NA;NA
4;1;7;1;117,1;116,8666667;NA;NA
4;1;7;2;117;116,8666667;NA;NA
4;1;7;3;116,5;116,8666667;NA;NA
4;2;1;1;156;158,7666667;1;23,12
4;2;1;2;156;158,7666667;1;22,12
4;2;1;3;156;158,7666667;1;22,19
