frame,totalGape
687,14.496943396
688,14.61252743
689,14.615784071
690,14.484879415
691,14.262419921
692,14.029663329
693,13.87047467
694,13.841099601
695,13.95479967
696,14.181116304
697,14.461566872
698,14.734023163
699,14.949768305
700,15.074829931
701,15.088845796
702,14.992783565
703,14.826202382
704,14.669547142
705,14.621627277
706,14.757598909
707,15.085839376
708,15.526960603
709,15.930158585
710,16.131362754
711,16.033192549
712,15.660774834
713,15.155209068
714,14.699355329
715,14.4209848416
716,14.3397085165
717,14.3881260704
718,14.4768739331
719,14.550938701
720,14.602661312
721,14.6455014245
722,14.6826270254
723,14.6981754047
724,14.6737737176
725,14.6085112829
726,14.523500548
727,14.448206309
728,14.403304465
729,14.394428595
730,14.419622171
731,14.479007786
732,14.574181323
733,14.697477384
734,14.823247076
735,14.915946626
736,14.955905179
737,14.96422758
738,15.004495525
739,15.150993484
740,15.440059263
741,15.834780001
742,16.229823656
743,16.495677022
744,16.538110388
745,16.337053044
746,15.947446886
747,15.463940629
748,14.9778705548
749,14.5526843996
750,14.2216088742
751,13.9948434311
752,13.8663585924
753,13.8215118043
754,13.849230814
755,13.950644798
756,14.130646526
757,14.378695904
758,14.65508712
759,14.89291509
760,15.020341286
761,14.993428408
762,14.820878356
763,14.570788239
764,14.347855082
765,14.254630774
766,14.353372595
767,14.645121317
768,15.066491007
769,15.50066403
770,15.809697846
771,15.883987539
772,15.690216802
773,15.294149633
774,14.836204394
775,14.467234073
776,14.282695626
777,14.29440142
778,14.445335884
779,14.651754796
780,14.835742934
781,14.944256385
782,14.951154163
783,14.855455247
784,14.675564951
785,14.441498218
786,14.191347038
787,13.96895324
788,13.821464929
789,13.789202835
790,13.884744635
791,14.077963606
792,14.302982477
793,14.491604451
794,14.619213233
795,14.728695311
796,14.908042927
797,15.232295677
798,15.705744235
799,16.242777836
800,16.694979879
801,16.908374938
