"t","w"
2013-06-26,30.36
2013-06-27,30.35
2013-06-28,30.35
2013-06-29,30.36
2013-06-30,30.34
2013-07-01,30.35
2013-07-02,30.34
2013-07-03,30.36
2013-07-04,30.36
2013-07-05,30.37
2013-07-06,30.35
2013-07-07,30.36
2013-07-08,30.35
2013-07-09,30.33
2013-07-10,30.31
2013-07-11,30.29
2013-07-12,30.26
2013-07-13,30.23
2013-07-14,30.2
2013-07-15,30.18
2013-07-16,30.14
2013-07-17,30.1
2013-07-18,30.07
2013-07-19,30.04
2013-07-20,30
2013-07-21,29.96
2013-07-22,29.93
2013-07-23,29.9
2013-07-24,29.86
2013-07-25,29.82
2013-07-26,29.78
2013-07-27,29.75
2013-07-28,29.77
2013-07-29,29.8
2013-07-30,29.8
2013-07-31,29.85
2013-08-01,29.87
2013-08-02,29.89
2013-08-03,29.9
2013-08-04,29.88
2013-08-05,29.86
2013-08-06,29.86
2013-08-07,29.84
2013-08-08,29.85
2013-08-09,29.86
2013-08-10,29.86
2013-08-11,29.86
2013-08-12,29.86
2013-08-13,29.86
2013-08-14,29.85
2013-08-15,29.83
2013-08-16,29.82
2013-08-17,29.81
2013-08-18,29.8
2013-08-19,29.78
2013-08-20,29.76
2013-08-21,29.73
2013-08-22,29.72
2013-08-23,29.7
2013-08-24,29.7
2013-08-25,29.68
2013-08-26,29.65
2013-08-27,29.63
2013-08-28,29.62
2013-08-29,29.6
2013-08-30,29.59
2013-08-31,29.57
2013-09-01,29.55
2013-09-02,29.53
2013-09-03,29.51
2013-09-04,29.49
2013-09-05,29.47
2013-09-06,29.46
2013-09-07,29.45
2013-09-08,29.42
2013-09-09,29.39
2013-09-10,29.38
2013-09-11,29.37
2013-09-12,29.38
2013-09-13,29.39
2013-09-14,29.41
2013-09-15,29.41
2013-09-16,29.44
2013-09-17,29.47
2013-09-18,29.52
2013-09-19,29.56
2013-09-20,29.6
2013-09-21,29.63
2013-09-22,29.66
2013-09-23,29.68
2013-09-24,29.69
2013-09-25,29.72
2013-09-26,29.74
2013-09-27,29.72
2013-09-28,29.74
2013-09-29,29.74
2013-09-30,29.74
2013-10-01,29.73
2013-10-02,29.73
2013-10-03,29.72
2013-10-04,29.72
2013-10-05,29.71
2013-10-06,29.7
2013-10-07,29.68
2013-10-08,29.67
2013-10-09,29.66
2013-10-10,29.64
2013-10-11,29.65
2013-10-12,29.65
2013-10-13,29.66
2013-10-14,29.69
2013-10-15,29.74
2013-10-16,29.8
2013-10-17,29.85
2013-10-18,29.91
2013-10-19,29.96
2013-10-20,30.01
2013-10-21,30.06
2013-10-22,30.07
2013-10-23,30.14
2013-10-24,30.15
2013-10-25,30.2
2013-10-26,30.22
2013-10-27,30.26
2013-10-28,30.3
2013-10-29,30.29
2013-10-30,30.3
2013-10-31,30.31
2013-11-01,30.32
2013-11-02,30.35
2013-11-03,30.36
2013-11-04,30.36
2013-11-05,30.36
2013-11-06,30.39
2013-11-07,30.43
2013-11-08,30.4
2013-11-09,30.43
2013-11-10,30.47
2013-11-11,30.45
2013-11-12,30.46
2013-11-13,30.47
2013-11-14,30.47
2013-11-15,30.49
2013-11-16,30.48
2013-11-17,30.47
2013-11-18,30.48
2013-11-19,30.5
2013-11-20,30.47
2013-11-21,30.5
2013-11-22,30.5
2013-11-23,30.5
2013-11-24,30.51
2013-11-25,30.51
2013-11-26,30.51
2013-11-27,30.51
2013-11-28,30.5
2013-11-29,30.49
2013-11-30,30.53
2013-12-01,30.52
2013-12-02,30.5
2013-12-03,30.51
2013-12-04,30.51
2013-12-05,30.48
2013-12-06,30.51
2013-12-07,30.5
2013-12-08,30.52
2013-12-09,30.51
2013-12-10,30.51
2013-12-11,30.51
2013-12-12,30.51
2013-12-13,30.5
2013-12-14,30.51
2013-12-15,30.51
2013-12-16,30.5
2013-12-17,30.52
2013-12-18,30.5
2013-12-19,30.52
2013-12-20,30.53
2013-12-21,30.51
2013-12-22,30.51
2013-12-23,30.5
2013-12-24,30.51
2013-12-25,30.52
2013-12-26,30.52
2013-12-27,30.52
2013-12-28,30.53
2013-12-29,30.57
2013-12-30,30.54
2013-12-31,30.55
2014-01-01,30.55
2014-01-02,30.58
2014-01-03,30.56
2014-01-04,30.52
2014-01-05,30.55
2014-01-06,30.55
2014-01-07,30.55
2014-01-08,30.55
2014-01-09,30.54
2014-01-10,30.54
2014-01-11,30.54
2014-01-12,30.52
2014-01-13,30.53
2014-01-14,30.53
2014-01-15,30.53
2014-01-16,30.53
2014-01-17,30.54
2014-01-18,30.52
2014-01-19,30.55
2014-01-20,30.54
2014-01-21,30.53
2014-01-22,30.53
2014-01-23,30.53
2014-01-24,30.53
2014-01-25,30.53
2014-01-26,30.52
2014-01-27,30.53
2014-01-28,30.54
2014-01-29,30.54
2014-01-30,30.54
2014-01-31,30.52
2014-02-01,30.56
2014-02-02,30.55
2014-02-03,30.51
2014-02-04,30.54
2014-02-05,30.52
2014-02-06,30.53
2014-02-07,30.57
2014-02-08,30.52
2014-02-09,30.55
2014-02-10,30.53
2014-02-11,30.52
2014-02-12,30.52
2014-02-13,30.52
2014-02-14,30.52
2014-02-15,30.55
2014-02-16,30.55
2014-02-17,30.55
2014-02-18,30.53
2014-02-19,30.55
2014-02-20,30.53
2014-02-21,30.55
2014-02-22,30.55
2014-02-23,30.53
2014-02-24,30.53
2014-02-25,30.53
2014-02-26,30.55
2014-02-27,30.51
2014-02-28,30.52
2014-03-01,30.52
2014-03-02,30.52
2014-03-03,30.55
2014-03-04,30.55
2014-03-05,30.55
2014-03-06,30.54
2014-03-07,30.53
2014-03-08,30.52
2014-03-09,30.54
2014-03-10,30.52
2014-03-11,30.53
2014-03-12,30.52
2014-03-13,30.52
2014-03-14,30.51
2014-03-15,30.53
2014-03-16,30.53
2014-03-17,30.52
2014-03-18,30.52
2014-03-19,30.52
2014-03-20,30.49
2014-03-21,30.54
2014-03-22,30.51
2014-03-23,30.52
2014-03-24,30.51
2014-03-25,30.5
2014-03-26,30.5
2014-03-27,30.5
2014-03-28,30.51
2014-03-29,30.5
2014-03-30,30.5
2014-03-31,30.51
2014-04-01,30.5
2014-04-02,30.5
2014-04-03,30.51
2014-04-04,30.52
2014-04-05,30.51
2014-04-06,30.5
2014-04-07,30.49
2014-04-08,30.51
2014-04-09,30.49
2014-04-10,30.49
2014-04-11,30.49
2014-04-12,30.49
2014-04-13,30.5
2014-04-14,30.5
2014-04-15,30.49
2014-04-16,30.48
2014-04-17,30.48
2014-04-18,30.48
2014-04-19,30.48
2014-04-20,30.46
2014-04-21,30.46
2014-04-22,30.48
2014-04-23,30.47
2014-04-24,30.46
2014-04-25,30.47
2014-04-26,30.46
2014-04-27,30.46
2014-04-28,30.46
2014-04-29,30.46
2014-04-30,30.46
2014-05-01,30.44
2014-05-02,30.47
2014-05-03,30.45
2014-05-04,30.44
2014-05-05,30.43
2014-05-06,30.45
2014-05-07,30.44
2014-05-08,30.44
2014-05-09,30.45
2014-05-10,30.42
2014-05-11,30.44
2014-05-12,30.44
2014-05-13,30.46
2014-05-14,30.45
2014-05-15,30.45
2014-05-16,30.45
2014-05-17,30.45
2014-05-18,30.44
2014-05-19,30.46
2014-05-20,30.47
2014-05-21,30.45
2014-05-22,30.46
2014-05-23,30.46
2014-05-24,30.46
2014-05-25,30.45
2014-05-26,30.44
2014-05-27,30.45
2014-05-28,30.45
2014-05-29,30.44
2014-05-30,30.43
2014-05-31,30.42
2014-06-01,30.41
2014-06-02,30.4
2014-06-03,30.38
2014-06-04,30.36
2014-06-05,30.37
2014-06-06,30.36
2014-06-07,30.39
2014-06-08,30.37
2014-06-09,30.35
2014-06-10,30.37
2014-06-11,30.34
2014-06-12,30.33
2014-06-13,30.33
2014-06-14,30.32
2014-06-15,30.28
2014-06-16,30.25
2014-06-17,30.23
2014-06-18,30.2
2014-06-19,30.18
2014-06-20,30.17
2014-06-21,30.13
2014-06-22,30.12
2014-06-23,30.08
2014-06-24,30.06
2014-06-25,30.03
2014-06-26,30
2014-06-27,29.98
2014-06-28,29.94
2014-06-29,29.93
2014-06-30,29.9
2014-07-01,29.89
2014-07-02,29.86
2014-07-03,29.86
2014-07-04,29.83
2014-07-05,29.83
2014-07-06,29.81
2014-07-07,29.78
2014-07-08,29.77
2014-07-09,29.75
2014-07-10,29.81
2014-07-11,29.86
2014-07-12,29.9
2014-07-13,29.95
2014-07-14,30.01
2014-07-15,30.04
2014-07-16,30.08
2014-07-17,30.12
2014-07-18,30.16
2014-07-19,30.16
2014-07-20,30.18
2014-07-21,30.18
2014-07-22,30.18
2014-07-23,30.18
2014-07-24,30.19
2014-07-25,30.16
2014-07-26,30.16
2014-07-27,30.14
2014-07-28,30.1
2014-07-29,30.09
2014-07-30,30.09
2014-07-31,30.04
2014-08-01,30.04
2014-08-02,30.05
2014-08-03,30.01
2014-08-04,29.97
2014-08-05,29.95
2014-08-06,29.94
2014-08-07,29.92
2014-08-08,29.89
2014-08-09,29.89
2014-08-10,29.86
2014-08-11,29.84
2014-08-12,29.83
2014-08-13,29.82
2014-08-14,29.82
2014-08-15,29.82
2014-08-16,29.81
2014-08-17,29.82
2014-08-18,29.84
2014-08-19,29.84
2014-08-20,29.82
2014-08-21,29.83
2014-08-22,29.85
2014-08-23,29.87
2014-08-24,29.88
2014-08-25,29.88
2014-08-26,29.92
2014-08-27,29.96
2014-08-28,30.03
2014-08-29,30.09
2014-08-30,30.13
2014-08-31,30.16
2014-09-01,30.18
2014-09-02,30.24
2014-09-03,30.25
2014-09-04,30.26
2014-09-05,30.31
2014-09-06,30.34
2014-09-07,30.32
2014-09-08,30.34
2014-09-09,30.33
2014-09-10,30.34
2014-09-11,30.34
2014-09-12,30.35
2014-09-13,30.36
2014-09-14,30.36
2014-09-15,30.34
2014-09-16,30.33
2014-09-17,30.32
2014-09-18,30.33
2014-09-19,30.3
2014-09-20,30.31
2014-09-21,30.29
2014-09-22,30.22
2014-09-23,30.2
2014-09-24,30.2
2014-09-25,30.19
2014-09-26,30.2
2014-09-27,30.21
2014-09-28,30.18
2014-09-29,30.2
2014-09-30,30.19
2014-10-01,30.17
2014-10-02,30.15
2014-10-03,30.14
2014-10-04,30.11
2014-10-05,30.1
2014-10-06,30.1
2014-10-07,30.13
2014-10-08,30.11
2014-10-09,30.15
2014-10-10,30.16
2014-10-11,30.15
2014-10-12,30.15
2014-10-13,30.21
2014-10-14,30.22
2014-10-15,30.23
2014-10-16,30.28
2014-10-17,30.31
2014-10-18,30.32
2014-10-19,30.34
2014-10-20,30.33
2014-10-21,30.3
2014-10-22,30.32
2014-10-23,30.33
2014-10-24,30.34
2014-10-25,30.36
2014-10-26,30.37
2014-10-27,30.37
2014-10-28,30.36
2014-10-29,30.39
2014-10-30,30.4
2014-10-31,30.41
2014-11-01,30.41
2014-11-02,30.41
2014-11-03,30.4
2014-11-04,30.42
2014-11-05,30.43
2014-11-06,30.42
2014-11-07,30.43
2014-11-08,30.44
2014-11-09,30.46
2014-11-10,30.46
2014-11-11,30.44
2014-11-12,30.48
2014-11-13,30.46
2014-11-14,30.47
2014-11-15,30.48
2014-11-16,30.48
2014-11-17,30.51
2014-11-18,30.5
2014-11-19,30.52
2014-11-20,30.5
2014-11-21,30.49
2014-11-22,30.52
2014-11-23,30.52
2014-11-24,30.53
2014-11-25,30.5
2014-11-26,30.51
2014-11-27,30.52
2014-11-28,30.53
2014-11-29,30.51
2014-11-30,30.51
2014-12-01,30.51
2014-12-02,30.52
2014-12-03,30.51
2014-12-04,30.5
2014-12-05,30.51
2014-12-06,30.51
2014-12-07,30.49
2014-12-08,30.49
2014-12-09,30.52
2014-12-10,30.52
2014-12-11,30.5
2014-12-12,30.5
2014-12-13,30.53
2014-12-14,30.52
2014-12-15,30.54
2014-12-16,30.53
2014-12-17,30.53
2014-12-18,30.54
2014-12-19,30.55
2014-12-20,30.53
2014-12-21,30.52
2014-12-22,30.54
2014-12-23,30.55
2014-12-24,30.55
2014-12-25,30.54
2014-12-26,30.53
2014-12-27,30.54
2014-12-28,30.56
2014-12-29,30.53
2014-12-30,30.53
2014-12-31,30.54
2015-01-01,30.54
2015-01-02,30.56
2015-01-03,30.5
2015-01-04,30.57
2015-01-05,30.55
2015-01-06,30.56
2015-01-07,30.57
2015-01-08,30.55
2015-01-09,30.59
2015-01-10,30.6
2015-01-11,30.62
2015-01-12,30.59
2015-01-13,30.59
2015-01-14,30.61
2015-01-15,30.59
2015-01-16,30.59
2015-01-17,30.59
2015-01-18,30.57
2015-01-19,30.57
2015-01-20,30.57
2015-01-21,30.57
2015-01-22,30.57
2015-01-23,30.57
2015-01-24,30.57
2015-01-25,30.56
2015-01-26,30.55
2015-01-27,30.56
2015-01-28,30.52
2015-01-29,30.52
2015-01-30,30.55
2015-01-31,30.56
2015-02-01,30.55
2015-02-02,30.56
2015-02-03,30.56
2015-02-04,30.56
2015-02-05,30.55
2015-02-06,30.55
2015-02-07,30.55
2015-02-08,30.56
2015-02-09,30.54
2015-02-10,30.56
2015-02-11,30.54
2015-02-12,30.55
2015-02-13,30.53
2015-02-14,30.56
2015-02-15,30.56
2015-02-16,30.54
2015-02-17,30.59
2015-02-18,30.53
2015-02-19,30.52
2015-02-20,30.52
2015-02-21,30.54
2015-02-22,30.55
2015-02-23,30.54
2015-02-24,30.57
2015-02-25,30.56
2015-02-26,30.54
2015-02-27,30.56
2015-02-28,30.52
2015-03-01,30.56
2015-03-02,30.56
2015-03-03,30.54
2015-03-04,30.56
2015-03-05,30.55
2015-03-06,30.56
2015-03-07,30.55
2015-03-08,30.56
2015-03-09,30.56
2015-03-10,30.57
2015-03-11,30.54
2015-03-12,30.53
2015-03-13,30.54
2015-03-14,30.53
2015-03-15,30.54
2015-03-16,30.53
2015-03-17,30.54
2015-03-18,30.56
2015-03-19,30.55
2015-03-20,30.54
2015-03-21,30.54
2015-03-22,30.55
2015-03-23,30.52
2015-03-24,30.53
2015-03-25,30.55
2015-03-26,30.51
2015-03-27,30.55
2015-03-28,30.53
2015-03-29,30.53
2015-03-30,30.58
2015-03-31,30.61
2015-04-01,30.57
2015-04-02,30.58
2015-04-03,30.54
2015-04-04,30.57
2015-04-05,30.55
2015-04-06,30.56
2015-04-07,30.55
2015-04-08,30.56
2015-04-09,30.56
2015-04-10,30.55
2015-04-11,30.61
2015-04-12,30.55
2015-04-13,30.59
2015-04-14,30.57
2015-04-15,30.56
2015-04-16,30.57
2015-04-17,30.59
2015-04-18,30.55
2015-04-19,30.54
2015-04-20,30.57
2015-04-21,30.57
2015-04-22,30.55
2015-04-23,30.53
2015-04-24,30.54
2015-04-25,30.55
2015-04-26,30.56
2015-04-27,30.52
2015-04-28,30.52
2015-04-29,30.5
2015-04-30,30.52
2015-05-01,30.5
2015-05-02,30.51
2015-05-03,30.54
2015-05-04,30.55
2015-05-05,30.51
2015-05-06,30.54
2015-05-07,30.54
2015-05-08,30.55
2015-05-09,30.54
2015-05-10,30.55
2015-05-11,30.51
2015-05-12,30.49
2015-05-13,30.52
2015-05-14,30.52
2015-05-15,30.55
2015-05-16,30.54
2015-05-17,30.54
2015-05-18,30.5
2015-05-19,30.52
2015-05-20,30.52
2015-05-21,30.52
2015-05-22,30.51
2015-05-23,30.48
2015-05-24,30.49
2015-05-25,30.45
2015-05-26,30.48
2015-05-27,30.44
2015-05-28,30.4
2015-05-29,30.39
2015-05-30,30.42
2015-05-31,30.4
2015-06-01,30.41
2015-06-02,30.41
2015-06-03,30.38
2015-06-04,30.35
2015-06-05,30.27
2015-06-06,30.31
2015-06-07,30.33
2015-06-08,30.32
2015-06-09,30.3
2015-06-10,30.27
2015-06-11,30.19
2015-06-12,30.14
2015-06-13,30.14
2015-06-14,30.11
2015-06-15,30.08
2015-06-16,30.09
2015-06-17,30.04
2015-06-18,29.99
2015-06-19,30
2015-06-20,29.98
2015-06-21,29.93
2015-06-22,29.9
2015-06-23,29.95
2015-06-24,29.93
2015-06-25,29.88
2015-06-26,29.84
2015-06-27,29.84
2015-06-28,29.82
2015-06-29,29.8
2015-06-30,29.77
2015-07-01,29.74
2015-07-02,29.73
2015-07-03,29.7
2015-07-04,29.68
2015-07-05,29.63
2015-07-06,29.64
2015-07-07,29.62
2015-07-08,29.63
2015-07-09,29.63
2015-07-10,29.61
2015-07-11,29.55
2015-07-12,29.53
2015-07-13,29.5
2015-07-14,29.49
2015-07-15,29.47
2015-07-16,29.44
2015-07-17,29.44
2015-07-18,29.42
2015-07-19,29.41
2015-07-20,29.39
2015-07-21,29.37
2015-07-22,29.36
2015-07-23,29.36
2015-07-24,29.32
2015-07-25,29.37
2015-07-26,29.31
2015-07-27,29.34
2015-07-28,29.32
2015-07-29,29.31
2015-07-30,29.31
2015-07-31,29.29
2015-08-01,29.27
2015-08-02,29.25
2015-08-03,29.23
2015-08-04,29.23
2015-08-05,29.21
2015-08-06,29.2
2015-08-07,29.19
2015-08-08,29.18
2015-08-09,29.16
2015-08-10,29.15
2015-08-11,29.14
2015-08-12,29.13
2015-08-13,29.1
2015-08-14,29.11
2015-08-15,29.12
2015-08-16,29.11
2015-08-17,29.12
2015-08-18,29.12
2015-08-19,29.12
2015-08-20,29.11
2015-08-21,29.09
2015-08-22,29.07
2015-08-23,29.06
2015-08-24,29.06
2015-08-25,29.09
2015-08-26,29.06
2015-08-27,29.08
2015-08-28,29.08
2015-08-29,29.06
2015-08-30,29.04
2015-08-31,29.03
2015-09-01,29.06
2015-09-02,29.05
2015-09-03,29.06
2015-09-04,29.07
2015-09-05,29.07
2015-09-06,29.08
2015-09-07,29.07
2015-09-08,29.04
2015-09-09,29.03
2015-09-10,29.02
2015-09-11,29.01
2015-09-12,29.01
2015-09-13,28.98
2015-09-14,29.01
2015-09-15,29.01
2015-09-16,29.01
2015-09-17,29.04
2015-09-18,29.02
2015-09-19,29.04
2015-09-20,29.02
2015-09-21,29.02
2015-09-22,29.02
2015-09-23,29.07
2015-09-24,29.06
2015-09-25,29.07
2015-09-26,29.08
2015-09-27,29.1
2015-09-28,29.09
2015-09-29,29.09
2015-09-30,29.09
2015-10-01,29.08
2015-10-02,29.07
2015-10-03,29.07
2015-10-04,29.06
2015-10-05,29.05
2015-10-06,29.04
2015-10-07,29.06
2015-10-08,29.06
2015-10-09,29.07
2015-10-10,29.06
2015-10-11,29.08
2015-10-12,29.1
2015-10-13,29.12
2015-10-14,29.12
2015-10-15,29.14
2015-10-16,29.15
2015-10-17,29.14
2015-10-18,29.15
2015-10-19,29.15
2015-10-20,29.16
2015-10-21,29.17
2015-10-22,29.18
2015-10-23,29.19
2015-10-24,29.19
2015-10-25,29.22
2015-10-26,29.21
2015-10-27,29.23
2015-10-28,29.24
2015-10-29,29.27
2015-10-30,29.28
2015-10-31,29.29
2015-11-01,29.3
2015-11-02,29.29
2015-11-03,29.31
2015-11-04,29.32
2015-11-05,29.31
2015-11-06,29.32
2015-11-07,29.31
2015-11-08,29.32
2015-11-09,29.36
2015-11-10,29.36
2015-11-11,29.36
2015-11-12,29.37
2015-11-13,29.39
2015-11-14,29.4
2015-11-15,29.4
2015-11-16,29.41
2015-11-17,29.42
2015-11-18,29.42
2015-11-19,29.44
2015-11-20,29.44
2015-11-21,29.51
2015-11-22,29.58
2015-11-23,29.66
2015-11-24,29.67
2015-11-25,29.7
2015-11-26,29.78
2015-11-27,29.81
2015-11-28,29.87
2015-11-29,29.86
2015-11-30,29.88
2015-12-01,29.94
2015-12-02,29.98
2015-12-03,30.02
2015-12-04,30.09
2015-12-05,30.09
2015-12-06,30.13
2015-12-07,30.15
2015-12-08,30.17
2015-12-09,30.22
2015-12-10,30.22
2015-12-11,30.25
2015-12-12,30.25
2015-12-13,30.27
2015-12-14,30.28
2015-12-15,30.31
2015-12-16,30.31
2015-12-17,30.3
2015-12-18,30.32
2015-12-19,30.33
2015-12-20,30.34
2015-12-21,30.35
2015-12-22,30.35
2015-12-23,30.39
2015-12-24,30.36
2015-12-25,30.38
2015-12-26,30.37
2015-12-27,30.4
2015-12-28,30.39
2015-12-29,30.41
2015-12-30,30.39
2015-12-31,30.43
2016-01-01,30.41
2016-01-02,30.4
2016-01-03,30.39
2016-01-04,30.43
2016-01-05,30.43
2016-01-06,30.44
2016-01-07,30.41
2016-01-08,30.45
2016-01-09,30.44
2016-01-10,30.45
2016-01-11,30.44
2016-01-12,30.46
2016-01-13,30.48
2016-01-14,30.46
2016-01-15,30.48
2016-01-16,30.51
2016-01-17,30.53
2016-01-18,30.55
2016-01-19,30.6
2016-01-20,30.6
2016-01-21,30.59
2016-01-22,30.57
2016-01-23,30.53
2016-01-24,30.51
2016-01-25,30.48
2016-01-26,30.47
2016-01-27,30.48
2016-01-28,30.51
2016-01-29,30.5
2016-01-30,30.45
2016-01-31,30.48
2016-02-01,30.48
2016-02-02,30.47
2016-02-03,30.5
2016-02-04,30.47
2016-02-05,30.48
2016-02-06,30.47
2016-02-07,30.5
2016-02-08,30.5
2016-02-09,30.39
2016-02-10,30.52
2016-02-11,30.52
2016-02-12,30.5
2016-02-13,30.5
2016-02-14,30.54
2016-02-15,30.57
2016-02-16,30.56
2016-02-17,30.54
2016-02-18,30.56
2016-02-19,30.55
2016-02-20,30.51
2016-02-21,30.49
2016-02-22,30.49
2016-02-23,30.52
2016-02-24,30.52
2016-02-25,30.54
2016-02-26,30.53
2016-02-27,30.54
2016-02-28,30.55
2016-02-29,30.54
2016-03-01,30.51
2016-03-02,30.51
2016-03-03,30.55
2016-03-04,30.5
2016-03-05,30.52
2016-03-06,30.52
2016-03-07,30.52
2016-03-08,30.53
2016-03-09,30.49
2016-03-10,30.53
2016-03-11,30.51
2016-03-12,30.51
2016-03-13,30.51
2016-03-14,30.5
2016-03-15,30.5
2016-03-16,30.49
2016-03-17,30.49
2016-03-18,30.48
2016-03-19,30.48
2016-03-20,30.47
2016-03-21,30.47
2016-03-22,30.46
2016-03-23,30.46
2016-03-24,30.46
2016-03-25,30.46
2016-03-26,30.45
2016-03-27,30.47
2016-03-28,30.48
2016-03-29,30.48
2016-03-30,30.47
2016-03-31,30.47
2016-04-01,30.47
2016-04-02,30.46
2016-04-03,30.45
2016-04-04,30.46
2016-04-05,30.47
2016-04-06,30.45
2016-04-07,30.46
2016-04-08,30.46
2016-04-09,30.45
2016-04-10,30.45
2016-04-11,30.45
2016-04-12,30.45
2016-04-13,30.46
2016-04-14,30.45
2016-04-15,30.45
2016-04-16,30.47
2016-04-17,30.48
2016-04-18,30.47
2016-04-19,30.47
2016-04-20,30.45
2016-04-21,30.45
2016-04-22,30.45
2016-04-23,30.46
2016-04-24,30.45
2016-04-25,30.45
2016-04-26,30.47
2016-04-27,30.49
2016-04-28,30.47
2016-04-29,30.48
2016-04-30,30.48
2016-05-01,30.46
2016-05-02,30.45
2016-05-03,30.47
2016-05-04,30.46
2016-05-05,30.45
2016-05-06,30.44
2016-05-07,30.45
2016-05-08,30.44
2016-05-09,30.44
2016-05-10,30.43
2016-05-11,30.42
2016-05-12,30.42
2016-05-13,30.43
2016-05-14,30.43
2016-05-15,30.42
2016-05-16,30.41
2016-05-17,30.4
2016-05-18,30.38
2016-05-19,30.41
2016-05-20,30.39
2016-05-21,30.36
2016-05-22,30.37
2016-05-23,30.38
2016-05-24,30.35
2016-05-25,30.35
2016-05-26,30.34
2016-05-27,30.34
2016-05-28,30.34
2016-05-29,30.36
2016-05-30,30.37
2016-05-31,30.41
2016-06-01,30.4
2016-06-02,30.41
2016-06-03,30.42
2016-06-04,30.43
2016-06-05,30.44
2016-06-06,30.43
2016-06-07,30.48
2016-06-08,30.85
2016-06-09,30.74
2016-06-10,30.71
2016-06-11,30.7
2016-06-12,30.68
2016-06-13,30.66
2016-06-14,30.64
2016-06-15,30.63
2016-06-16,30.63
2016-06-17,30.62
2016-06-18,30.6
2016-06-19,30.58
2016-06-20,30.55
2016-06-21,30.57
2016-06-22,30.56
2016-06-23,30.55
2016-06-24,30.55
2016-06-25,30.54
2016-06-26,30.53
2016-06-27,30.53
2016-06-28,30.51
2016-06-29,30.52
2016-06-30,30.51
2016-07-01,30.51
2016-07-02,30.51
2016-07-03,30.5
2016-07-04,30.49
2016-07-05,30.5
2016-07-06,30.5
2016-07-07,30.48
2016-07-08,30.48
2016-07-09,30.47
2016-07-10,30.45
2016-07-11,30.47
2016-07-12,30.45
2016-07-13,30.46
2016-07-14,30.45
2016-07-15,30.43
2016-07-16,30.42
2016-07-17,30.41
2016-07-18,30.41
2016-07-19,30.38
2016-07-20,30.36
2016-07-21,30.36
2016-07-22,30.33
2016-07-23,30.3
2016-07-24,30.27
2016-07-25,30.25
2016-07-26,30.22
2016-07-27,30.18
2016-07-28,30.15
2016-07-29,30.12
2016-07-30,30.09
2016-07-31,30.06
2016-08-01,30.02
2016-08-02,29.99
2016-08-03,29.98
2016-08-04,29.99
2016-08-05,30.01
2016-08-06,30.01
2016-08-07,30
2016-08-08,30.01
2016-08-09,30
2016-08-10,30
2016-08-11,29.97
2016-08-12,29.98
2016-08-13,29.96
2016-08-14,29.95
2016-08-15,29.93
2016-08-16,29.91
2016-08-17,29.89
2016-08-18,29.87
2016-08-19,29.84
2016-08-20,29.83
2016-08-21,29.81
2016-08-22,29.78
2016-08-23,29.75
2016-08-24,29.73
2016-08-25,29.7
2016-08-26,29.69
2016-08-27,29.64
2016-08-28,29.65
2016-08-29,29.62
2016-08-30,29.58
2016-08-31,29.55
2016-09-01,29.53
2016-09-02,29.5
2016-09-03,29.47
2016-09-04,29.46
2016-09-05,29.45
2016-09-06,29.43
2016-09-07,29.39
2016-09-08,29.39
2016-09-09,29.37
2016-09-10,29.35
2016-09-11,29.35
2016-09-12,29.32
2016-09-13,29.3
2016-09-14,29.3
2016-09-15,29.27
2016-09-16,29.26
2016-09-17,29.25
2016-09-18,29.23
2016-09-19,29.22
2016-09-20,29.2
2016-09-21,29.19
2016-09-22,29.18
2016-09-23,29.18
2016-09-24,29.15
2016-09-25,29.14
2016-09-26,29.13
2016-09-27,29.12
2016-09-28,29.11
2016-09-29,29.09
2016-09-30,29.11
2016-10-01,29.09
2016-10-02,29.1
2016-10-03,29.09
2016-10-04,28.54
2016-10-05,28.53
2016-10-06,28.52
2016-10-07,28.53
2016-10-08,28.57
2016-10-09,28.6
2016-10-10,28.63
2016-10-11,28.67
2016-10-12,28.7
2016-10-13,28.71
2016-10-14,28.74
2016-10-15,28.8
2016-10-16,28.8
2016-10-17,28.84
2016-10-18,28.84
2016-10-19,28.86
2016-10-20,28.9
2016-10-21,28.94
2016-10-22,28.97
2016-10-23,29
2016-10-24,29.04
2016-10-25,29.09
2016-10-26,29.12
2016-10-27,29.14
2016-10-28,29.17
2016-10-29,29.19
2016-10-30,29.21
2016-10-31,29.23
2016-11-01,29.25
2016-11-02,29.29
2016-11-03,29.3
2016-11-04,29.3
2016-11-05,29.34
2016-11-06,29.35
2016-11-07,29.41
2016-11-08,29.4
2016-11-09,29.4
2016-11-10,29.44
2016-11-11,29.5
2016-11-12,29.5
2016-11-13,29.55
2016-11-14,29.57
2016-11-15,29.6
2016-11-16,29.61
2016-11-17,29.68
2016-11-18,29.78
2016-11-19,29.84
2016-11-20,29.91
2016-11-21,29.93
2016-11-22,30.01
2016-11-23,30.03
2016-11-24,30.07
2016-11-25,30.1
2016-11-26,30.13
2016-11-27,30.17
2016-11-28,30.2
2016-11-29,30.21
2016-11-30,30.22
2016-12-01,30.23
2016-12-02,30.25
2016-12-03,30.27
2016-12-04,30.28
2016-12-05,30.29
2016-12-06,30.3
2016-12-07,30.31
2016-12-08,30.3
2016-12-09,30.31
2016-12-10,30.33
2016-12-11,30.34
2016-12-12,30.33
2016-12-13,30.34
2016-12-14,30.35
2016-12-15,30.34
2016-12-16,30.36
2016-12-17,30.37
2016-12-18,30.34
2016-12-19,30.35
